171.306227,48.109924
124.900543,113.240869
228.764235,193.351935
89.564187,130.404457
209.307737,86.309765
87.460661,163.509208
141.131427,32.979052
166.445840,73.836982
285.649996,91.905534
250.543111,43.717424
280.435954,206.339398
284.430460,140.741961
186.338595,206.407582
14.637750,89.337984
22.151965,165.398080
169.743731,116.247335
278.529129,240.991877
25.574416,83.800836
69.473580,179.230615
210.106422,91.293025
268.436731,106.614370
206.840801,192.960080
217.846929,155.635141
182.925986,94.205012
190.615073,73.570023
77.102351,284.159378
288.762482,112.720616
48.750089,256.370801
187.524103,179.991297
260.024621,209.249294
