158.752498,285.830260
427.041127,73.613116
115.755614,407.742984
416.702432,374.268249
27.187952,222.887978
301.750831,27.629955
242.058669,301.920220
399.241256,441.419215
63.172955,48.930050
84.989330,296.735341
207.899833,468.986996
310.943373,20.479918
170.422120,20.130755
170.205303,401.950054
128.104182,278.212598
499.489272,460.369126
33.964748,234.027709
312.248266,351.638091
250.616464,427.268584
167.488190,246.879140
12.503579,217.223642
378.570298,24.929996
402.259638,285.516935
268.307804,136.299555
111.891228,266.683948
36.896903,388.539255
361.418533,324.178265
440.895221,315.967646
128.942491,343.421910
315.265747,436.791979
200.667494,84.081006
429.450020,316.562705
338.814759,22.774375
495.105382,478.077439
342.064855,180.770013
11.444838,123.756974
235.880131,139.098741
64.768030,275.084290
84.349174,473.378662
21.066646,261.409207
374.126135,23.943154
221.032667,133.314677
207.321111,177.007447
84.561283,327.383187
430.729260,269.876497
246.768332,29.649426
280.747344,73.212780
323.396884,215.988044
242.524997,207.896898
390.438947,358.652101
67.564409,379.648439
301.181635,230.993963
376.771114,115.167777
126.743855,196.896349
283.603806,348.298109
322.330933,82.308131
231.999668,397.992991
156.410671,322.791864
248.335209,361.680712
344.629198,421.374727
115.797086,203.424249
356.526659,333.679811
82.930340,162.935334
190.467443,335.472915
353.303543,267.997551
231.412006,95.304058
56.900956,22.941152
419.157919,83.609631
399.455870,8.790744
182.621470,306.668085
378.650397,431.500779
36.498448,176.076867
178.481090,427.196340
133.366299,495.916432
347.620888,87.053014
185.888371,110.877500
186.435766,360.130912
418.171627,119.541973
77.455534,251.449399
98.368837,216.486987
200.166430,206.753991
488.720375,494.791469
442.980796,42.067144
432.126049,181.033497
97.629487,251.987438
94.393803,296.081007
198.537162,349.760089
417.085291,54.900747
204.205739,122.356169
12.471848,105.023236
124.519659,170.705457
372.817504,446.765291
299.163177,163.729631
268.265602,188.524320
275.735876,221.592241
235.498826,333.134872
407.226637,274.314860
178.192448,205.630340
84.129651,476.493658
308.617364,324.243400
364.040315,488.142421
61.627076,34.744391
205.276872,161.838029
345.867419,362.583385
182.004761,45.826530
231.388221,308.370686
224.833096,268.994555
30.632650,121.948325
84.880573,22.471160
212.920171,207.680386
56.364726,333.423612
251.625295,231.916007
476.883228,165.158110
62.182893,124.386927
64.563952,28.106183
472.761285,431.384717
84.703266,355.027849
14.748453,304.738280
40.784071,245.632268
78.758063,344.126711
98.322090,336.202440
185.047625,209.117677
370.316155,130.178788
377.257728,212.960345
90.399215,430.168777
372.218668,12.401845
447.814295,388.308924
239.540329,128.783167
1.801025,139.297621
179.659236,136.730506
9.462066,336.872198
398.159725,317.195507
389.696967,172.832180
150.858956,133.961289
317.865924,453.723899
482.177833,290.080375
472.099606,370.042198
450.730002,401.957692
350.694355,283.739990
335.888277,477.039065
182.775352,80.203898
182.449131,29.681065
